Athlete,testDate,expression,movement,quality,benchmarkPct
Player A,6/8/2024,dynamic,sprint,max velocity,0.6795
Player A,7/8/2024,isometric,jump,take off,0.372
Player A,24/08/2024,dynamic,upper body,push,0.428
Player A,4/9/2024,dynamic,jump,pre-load,0.505
Player A,6/9/2024,isometric,jump,take off,0.33
Player A,8/9/2024,isometric,sprint,acceleration,0.7275
Player A,11/9/2024,dynamic,jump,pre-load,0.505
Player A,13/09/2024,isometric,upper body,pull,
Player A,5/10/2024,isometric,agility,rotate,0.6625
Player A,6/10/2024,isometric,upper body,pull,
Player A,16/10/2024,isometric,jump,land,0.426
Player A,17/10/2024,isometric,jump,take off,0.426
Player A,19/10/2024,isometric,upper body,pull,
Player A,27/10/2024,isometric,upper body,push,0.936
Player A,2/11/2024,dynamic,upper body,push,0.486
Player A,19/11/2024,dynamic,agility,acceleration,0.47
Player A,21/11/2024,isometric,upper body,grapple,0.6795
Player A,2/12/2024,dynamic,agility,acceleration,0.498
Player A,15/12/2024,isometric,jump,land,0.4
Player A,5/1/2025,dynamic,sprint,acceleration,0.498
Player A,6/1/2025,dynamic,sprint,max velocity,0.67
Player A,10/1/2025,isometric,agility,acceleration,0.79
Player A,4/2/2025,dynamic,sprint,acceleration,0.4965
Player A,4/2/2025,isometric,sprint,max velocity,0.749
Player A,10/2/2025,dynamic,jump,land,0.735
Player A,11/2/2025,dynamic,agility,acceleration,0.495
Player A,18/02/2025,isometric,jump,take off,0.3955
Player A,29/07/2023,dynamic,sprint,max velocity,0.67
Player A,6/8/2023,isometric,agility,acceleration,
Player A,8/8/2023,dynamic,agility,deceleration,0.8525
Player A,8/8/2023,isometric,agility,rotate,
Player A,17/08/2023,dynamic,sprint,max velocity,0.67
Player A,26/08/2023,dynamic,upper body,push,0.388
Player A,6/9/2023,isometric,sprint,max velocity,
Player A,18/09/2023,dynamic,jump,take off,0.7
Player A,25/09/2023,isometric,agility,rotate,
Player A,25/09/2023,dynamic,sprint,acceleration,0.4305
Player A,29/09/2023,isometric,upper body,push,
Player A,30/09/2023,isometric,upper body,push,
Player A,2/10/2023,dynamic,jump,take off,0.711
Player A,3/10/2023,isometric,jump,take off,
Player A,7/10/2023,dynamic,agility,deceleration,0.871
Player A,9/10/2023,dynamic,sprint,max velocity,0.5705
Player A,12/10/2023,isometric,agility,rotate,
Player A,28/10/2023,dynamic,jump,land,0.6615
Player A,2/11/2023,dynamic,jump,take off,0.651
Player A,4/11/2023,dynamic,jump,land,0.69
Player A,4/11/2023,dynamic,agility,acceleration,0.4305
Player A,9/11/2023,isometric,sprint,max velocity,
Player A,15/11/2023,isometric,jump,pre-load,0.52
Player A,18/11/2023,dynamic,jump,land,0.69
Player A,30/11/2023,isometric,jump,land,
Player A,10/12/2023,dynamic,sprint,max velocity,0.6475
Player A,15/12/2023,dynamic,jump,take off,0.6355
Player A,23/12/2023,dynamic,jump,pre-load,0.484
Player A,26/12/2023,isometric,upper body,pull,
Player A,29/12/2023,isometric,upper body,grapple,
Player A,12/1/2024,isometric,jump,pre-load,0.52
Player A,13/01/2024,dynamic,agility,deceleration,0.879
Player A,15/01/2024,dynamic,agility,deceleration,0.879
Player A,21/01/2024,isometric,jump,land,
Player A,22/01/2024,isometric,agility,deceleration,1.138
Player A,8/2/2024,isometric,upper body,pull,
Player A,18/02/2024,dynamic,jump,land,0.668
Player A,26/02/2024,isometric,upper body,pull,
Player A,27/02/2024,isometric,sprint,max velocity,
Player A,11/3/2024,dynamic,agility,deceleration,0.89
Player A,23/03/2024,dynamic,sprint,max velocity,0.637
Player A,26/03/2024,dynamic,sprint,max velocity,0.637
Player A,5/4/2024,dynamic,agility,deceleration,0.89
Player A,10/4/2024,isometric,jump,pre-load,0.52
Player A,23/04/2024,dynamic,sprint,max velocity,0.628
Player A,25/04/2024,dynamic,sprint,acceleration,0.43
Player A,4/5/2024,dynamic,jump,take off,0.6395
Player A,4/5/2024,isometric,sprint,max velocity,0.1995
Player A,21/05/2024,isometric,agility,deceleration,1.1365
Player A,23/05/2024,isometric,sprint,max velocity,0.1995
Player A,2/6/2024,dynamic,agility,deceleration,0.876
Player A,4/6/2024,dynamic,jump,land,0.664
Player A,6/6/2024,dynamic,jump,land,0.664
Player A,6/6/2024,isometric,upper body,grapple,
Player A,8/6/2024,isometric,agility,deceleration,1.1365
Player A,18/06/2024,dynamic,upper body,push,0.43
Player A,19/06/2024,dynamic,sprint,acceleration,0.43
Player A,25/06/2024,isometric,agility,rotate,
Player A,26/06/2024,isometric,agility,rotate,
Player A,27/06/2024,isometric,sprint,acceleration,0.49
Player A,2/7/2024,isometric,upper body,push,0.704
Player A,7/7/2024,isometric,agility,acceleration,0.46
Player A,8/7/2024,isometric,agility,deceleration,1.135
Player A,12/7/2024,dynamic,agility,deceleration,0.894
Player A,20/07/2024,isometric,jump,land,0.3975
Player A,27/07/2024,isometric,upper body,push,0.892
Player A,29/07/2024,isometric,upper body,pull,
Player A,29/07/2024,dynamic,agility,acceleration,0.485
Player A,17/08/2024,dynamic,agility,acceleration,0.428
Player A,18/08/2024,isometric,agility,deceleration,0.928
Player A,24/08/2024,dynamic,jump,pre-load,0.4795
Player A,26/08/2024,isometric,jump,pre-load,0.7305
Player A,27/08/2024,dynamic,sprint,max velocity,0.6795
Player A,4/9/2024,isometric,jump,take off,0.33
Player A,11/9/2024,dynamic,agility,deceleration,0.9
Player A,16/09/2024,isometric,upper body,push,0.936
Player A,20/09/2024,dynamic,sprint,acceleration,0.494
Player A,23/09/2024,isometric,jump,pre-load,0.72
Player A,1/10/2024,dynamic,sprint,acceleration,0.494
Player A,4/10/2024,dynamic,upper body,push,0.494
Player A,5/10/2024,dynamic,upper body,pull,0.896
Player A,7/10/2024,dynamic,agility,acceleration,0.494
Player A,19/10/2024,isometric,jump,land,0.426
Player A,28/10/2024,isometric,agility,acceleration,0.6935
Player A,2/11/2024,isometric,jump,take off,0.39
Player A,3/11/2024,isometric,jump,pre-load,0.677
Player A,8/11/2024,isometric,upper body,push,0.936
Player A,23/11/2024,dynamic,jump,pre-load,0.57
Player A,7/12/2024,isometric,jump,pre-load,0.796
Player A,12/1/2025,isometric,upper body,pull,0.46
Player A,16/01/2025,isometric,upper body,pull,0.46
Player A,21/01/2025,isometric,upper body,pull,0.46
Player A,23/01/2025,isometric,agility,deceleration,0.952
Player A,27/01/2025,dynamic,upper body,pull,0.853
Player A,1/3/2025,dynamic,agility,acceleration,0.495
Player A,5/7/2023,isometric,agility,deceleration,1.025
Player A,6/7/2023,dynamic,upper body,push,0.32
Player A,6/7/2023,isometric,sprint,acceleration,
Player A,23/07/2023,dynamic,sprint,max velocity,0.67
Player A,24/07/2023,isometric,sprint,acceleration,
Player A,31/07/2023,dynamic,agility,acceleration,0.395
Player A,2/8/2023,isometric,jump,take off,
Player A,8/8/2023,dynamic,jump,land,0.69
Player A,12/8/2023,isometric,upper body,pull,
Player A,21/08/2023,dynamic,jump,take off,0.6945
Player A,25/08/2023,dynamic,upper body,pull,0.87
Player A,27/08/2023,dynamic,jump,take off,0.69
Player A,1/9/2023,isometric,jump,pre-load,0.52
Player A,11/9/2023,isometric,agility,deceleration,1.0395
Player A,20/09/2023,dynamic,upper body,push,0.4305
Player A,24/09/2023,dynamic,sprint,max velocity,0.5845
Player A,25/09/2023,isometric,upper body,pull,
Player A,29/09/2023,isometric,upper body,grapple,
Player A,15/10/2023,dynamic,jump,land,0.6615
Player A,26/10/2023,dynamic,agility,acceleration,0.4305
Player A,30/10/2023,dynamic,agility,deceleration,0.871
Player A,19/11/2023,isometric,upper body,push,0.67
Player A,20/11/2023,isometric,jump,take off,
Player A,2/12/2023,dynamic,jump,take off,0.631
Player A,4/12/2023,dynamic,agility,acceleration,0.43
Player A,5/12/2023,dynamic,upper body,push,0.43
Player A,8/12/2023,isometric,agility,deceleration,1.038
Player A,26/12/2023,dynamic,jump,pre-load,0.484
Player A,2/1/2024,dynamic,jump,pre-load,0.484
Player A,24/01/2024,dynamic,jump,land,0.668
Player A,3/2/2024,isometric,sprint,max velocity,
Player A,14/02/2024,isometric,upper body,grapple,
Player A,19/02/2024,isometric,agility,rotate,
Player A,24/02/2024,isometric,upper body,pull,
Player A,28/02/2024,dynamic,agility,acceleration,0.4445
Player A,2/3/2024,isometric,agility,rotate,
Player A,18/03/2024,isometric,upper body,push,0.704
Player A,20/03/2024,dynamic,upper body,push,0.4445
Player A,22/03/2024,dynamic,jump,land,0.668
Player A,26/03/2024,isometric,agility,deceleration,1.138
Player A,28/03/2024,isometric,agility,deceleration,1.138
Player A,6/4/2024,dynamic,sprint,acceleration,0.44
Player A,12/4/2024,isometric,sprint,acceleration,0.52
Player A,25/04/2024,dynamic,agility,deceleration,0.89
Player A,5/5/2024,dynamic,agility,acceleration,0.43
Player A,6/5/2024,isometric,jump,take off,
Player A,13/05/2024,dynamic,sprint,max velocity,0.625
Player A,15/05/2024,dynamic,jump,pre-load,0.483
Player A,22/05/2024,isometric,jump,take off,
Player A,26/05/2024,isometric,agility,deceleration,1.1365
Player A,27/05/2024,dynamic,agility,deceleration,0.876
Player A,13/06/2024,dynamic,jump,land,0.723
Player A,19/06/2024,dynamic,jump,take off,0.62
Player A,22/06/2024,dynamic,sprint,max velocity,0.625
Player A,25/06/2024,isometric,upper body,grapple,
Player A,27/06/2024,isometric,agility,acceleration,0.49
Player A,7/7/2024,isometric,agility,deceleration,1.135
Player A,20/07/2024,isometric,upper body,pull,
Player A,23/07/2024,dynamic,jump,land,0.675
Player A,28/07/2024,dynamic,sprint,max velocity,0.671
Player A,13/08/2024,isometric,upper body,grapple,0.384
Player A,13/08/2024,dynamic,upper body,push,0.428
Player A,14/08/2024,dynamic,sprint,max velocity,0.6795
Player A,27/08/2024,isometric,sprint,acceleration,0.7305
Player A,29/08/2024,isometric,upper body,push,0.945
Player A,3/9/2024,isometric,upper body,pull,
Player A,14/09/2024,dynamic,sprint,acceleration,0.4955
Player A,16/09/2024,dynamic,agility,acceleration,0.4955
Player A,26/09/2024,dynamic,jump,take off,0.6955
Player A,26/09/2024,dynamic,upper body,push,0.494
Player A,10/10/2024,isometric,jump,land,0.426
Player A,17/10/2024,isometric,sprint,max velocity,0.68
Player A,24/10/2024,dynamic,upper body,push,0.486
Player A,30/10/2024,isometric,sprint,max velocity,0.68
Player A,9/11/2024,isometric,jump,pre-load,0.7515
Player A,10/11/2024,isometric,agility,rotate,0.6795
Player A,11/11/2024,dynamic,upper body,pull,0.88
Player A,14/11/2024,isometric,jump,land,0.39
Player A,17/11/2024,dynamic,jump,pre-load,0.57
Player A,20/11/2024,dynamic,sprint,max velocity,0.662
Player A,23/11/2024,isometric,agility,deceleration,0.86
Player A,8/12/2024,isometric,jump,take off,0.42
Player A,13/12/2024,dynamic,jump,land,0.728
Player A,20/12/2024,isometric,sprint,max velocity,0.685
Player A,9/1/2025,dynamic,upper body,push,0.5
Player A,18/01/2025,dynamic,upper body,push,0.5
Player A,20/01/2025,dynamic,sprint,acceleration,0.5
Player A,24/01/2025,dynamic,upper body,pull,0.853
Player A,28/01/2025,dynamic,upper body,pull,0.853
Player A,1/2/2025,dynamic,jump,take off,0.6825
Player A,2/2/2025,isometric,jump,land,0.39
Player A,3/2/2025,isometric,agility,acceleration,0.79
Player A,9/2/2025,isometric,sprint,max velocity,0.728
Player A,15/02/2025,dynamic,jump,pre-load,0.5225
Player A,4/3/2025,isometric,upper body,push,0.9555
Player A,5/3/2025,isometric,upper body,pull,0.851
Player A,5/3/2025,isometric,agility,deceleration,0.96
Player A,8/7/2023,dynamic,sprint,max velocity,0.67
Player A,20/07/2023,dynamic,jump,land,0.6975
Player A,13/08/2023,isometric,agility,rotate,
Player A,18/08/2023,isometric,jump,pre-load,
Player A,22/08/2023,isometric,upper body,pull,
Player A,26/08/2023,isometric,sprint,max velocity,
Player A,3/9/2023,dynamic,upper body,push,0.3945
Player A,9/9/2023,dynamic,agility,deceleration,0.877
Player A,11/9/2023,isometric,upper body,grapple,
Player A,14/09/2023,dynamic,agility,deceleration,0.877
Player A,19/09/2023,dynamic,upper body,pull,0.871
Player A,26/09/2023,dynamic,sprint,acceleration,0.4305
Player A,28/09/2023,dynamic,upper body,push,0.4305
Player A,5/10/2023,isometric,jump,pre-load,0.52
Player A,8/10/2023,isometric,agility,acceleration,0.52
Player A,17/10/2023,isometric,sprint,acceleration,0.52
Player A,27/10/2023,isometric,agility,rotate,
Player A,31/10/2023,isometric,upper body,grapple,
Player A,31/10/2023,isometric,agility,deceleration,1.038
Player A,6/11/2023,dynamic,sprint,max velocity,0.6475
Player A,10/11/2023,isometric,upper body,push,0.67
Player A,20/11/2023,dynamic,sprint,acceleration,0.4305
Player A,24/11/2023,isometric,upper body,grapple,
Player A,1/12/2023,isometric,jump,land,
Player A,14/12/2023,dynamic,upper body,push,0.43
Player A,15/12/2023,dynamic,agility,acceleration,0.43
Player A,24/12/2023,dynamic,agility,deceleration,0.87
Player A,25/12/2023,dynamic,agility,deceleration,0.87
Player A,30/12/2023,isometric,jump,pre-load,0.52
Player A,2/1/2024,dynamic,jump,take off,0.64
Player A,28/01/2024,isometric,upper body,push,0.6385
Player A,29/01/2024,isometric,upper body,grapple,
Player A,31/01/2024,dynamic,agility,acceleration,0.4345
Player A,14/03/2024,isometric,jump,take off,
Player A,16/03/2024,dynamic,jump,take off,0.6525
Player A,19/03/2024,dynamic,upper body,pull,0.89
Player A,22/03/2024,isometric,upper body,pull,
Player A,10/4/2024,isometric,sprint,max velocity,
Player A,17/04/2024,dynamic,jump,take off,0.64
Player A,18/04/2024,dynamic,agility,deceleration,0.89
Player A,23/05/2024,isometric,upper body,grapple,
Player A,23/05/2024,isometric,upper body,push,0.704
Player A,27/05/2024,isometric,upper body,grapple,
Player A,29/05/2024,dynamic,sprint,max velocity,0.625
Player A,2/6/2024,dynamic,jump,take off,0.62
Player A,3/6/2024,isometric,agility,acceleration,0.49
Player A,4/6/2024,isometric,jump,land,
Player A,7/6/2024,dynamic,agility,acceleration,0.43
Player A,29/06/2024,dynamic,upper body,push,0.436
Player A,3/7/2024,dynamic,agility,deceleration,0.89
Player A,4/7/2024,dynamic,jump,land,0.652
Player A,12/7/2024,dynamic,jump,land,0.678
Player A,16/07/2024,isometric,upper body,pull,
Player A,17/07/2024,isometric,jump,pre-load,0.685
Player A,18/07/2024,dynamic,jump,take off,0.695
Player A,1/8/2024,dynamic,jump,land,0.652
Player A,4/8/2024,dynamic,agility,acceleration,0.428
Player A,6/8/2024,dynamic,agility,deceleration,0.852
Player A,9/8/2024,dynamic,agility,acceleration,0.428
Player A,12/8/2024,isometric,agility,acceleration,0.7305
Player A,13/08/2024,dynamic,upper body,pull,0.852
Player A,6/9/2024,dynamic,agility,deceleration,0.9
Player A,18/09/2024,dynamic,jump,land,0.648
Player A,21/09/2024,dynamic,jump,pre-load,0.5375
Player A,23/09/2024,isometric,sprint,acceleration,0.72
Player A,26/09/2024,isometric,upper body,grapple,0.627
Player A,14/10/2024,isometric,upper body,grapple,0.6595
Player A,17/10/2024,isometric,agility,acceleration,0.72
Player A,20/10/2024,isometric,jump,land,0.426
Player A,21/10/2024,dynamic,sprint,max velocity,0.67
Player A,22/10/2024,dynamic,agility,acceleration,0.486
Player A,10/11/2024,dynamic,sprint,acceleration,0.47
Player A,11/11/2024,dynamic,jump,take off,0.69
Player A,18/11/2024,dynamic,jump,pre-load,0.57
Player A,19/11/2024,isometric,upper body,push,0.936
Player A,4/12/2024,dynamic,agility,deceleration,0.876
Player A,18/12/2024,isometric,upper body,push,0.876
Player A,20/12/2024,isometric,agility,deceleration,0.9155
Player A,2/2/2025,dynamic,sprint,acceleration,0.4965
Player A,3/2/2025,dynamic,agility,acceleration,0.4965
Player A,7/2/2025,isometric,sprint,max velocity,0.728
Player A,9/2/2025,isometric,agility,deceleration,0.958
Player A,10/2/2025,dynamic,agility,acceleration,0.495
Player A,13/02/2025,isometric,upper body,grapple,0.6415
Player A,15/02/2025,isometric,sprint,acceleration,0.79
Player A,19/02/2025,isometric,upper body,pull,0.7975
Player A,27/02/2025,isometric,upper body,grapple,0.6385
Player A,3/3/2025,dynamic,jump,pre-load,0.5605
Player A,2/7/2023,dynamic,sprint,acceleration,0.358
Player A,6/7/2023,isometric,jump,land,
Player A,7/7/2023,dynamic,agility,deceleration,0.87
Player A,2/8/2023,isometric,agility,rotate,
Player A,10/8/2023,isometric,sprint,max velocity,
Player A,20/08/2023,dynamic,agility,acceleration,0.3495
Player A,28/08/2023,isometric,jump,pre-load,0.52
Player A,29/08/2023,isometric,agility,acceleration,0.52
Player A,4/9/2023,dynamic,sprint,max velocity,0.5845
Player A,9/9/2023,isometric,agility,deceleration,1.0395
Player A,10/9/2023,isometric,agility,rotate,
Player A,15/09/2023,isometric,upper body,pull,
Player A,24/09/2023,isometric,upper body,pull,
Player A,27/09/2023,dynamic,jump,land,0.69
Player A,27/09/2023,isometric,jump,land,
Player A,18/10/2023,isometric,agility,rotate,
Player A,26/10/2023,isometric,agility,rotate,
Player A,7/11/2023,isometric,jump,land,
Player A,20/11/2023,dynamic,upper body,push,0.4305
Player A,20/11/2023,dynamic,agility,acceleration,0.4305
Player A,23/11/2023,dynamic,sprint,acceleration,0.4305
Player A,29/11/2023,isometric,jump,take off,
Player A,8/12/2023,isometric,upper body,push,0.664
Player A,9/12/2023,isometric,sprint,max velocity,
Player A,8/1/2024,isometric,jump,land,
Player A,17/01/2024,dynamic,sprint,acceleration,0.43
Player A,24/01/2024,isometric,agility,rotate,
Player A,9/2/2024,isometric,jump,pre-load,0.52
Player A,20/02/2024,dynamic,upper body,push,0.4345
Player A,21/02/2024,isometric,jump,pre-load,0.52
Player A,1/3/2024,isometric,sprint,acceleration,0.52
Player A,8/3/2024,isometric,jump,land,
Player A,11/3/2024,isometric,agility,rotate,
Player A,12/3/2024,isometric,upper body,pull,
Player A,13/03/2024,isometric,agility,rotate,
Player A,25/03/2024,isometric,jump,take off,
Player A,26/03/2024,isometric,agility,acceleration,0.52
Player A,29/03/2024,isometric,jump,pre-load,0.52
Player A,10/4/2024,isometric,jump,take off,
Player A,15/04/2024,isometric,upper body,pull,
Player A,18/04/2024,dynamic,jump,pre-load,0.53
Player A,21/04/2024,dynamic,jump,pre-load,0.53
Player A,23/04/2024,isometric,agility,deceleration,1.1365
Player A,28/04/2024,dynamic,agility,deceleration,0.89
Player A,30/04/2024,dynamic,jump,land,0.664
Player A,13/05/2024,isometric,sprint,max velocity,0.1995
Player A,20/05/2024,isometric,agility,deceleration,1.1365
Player A,29/05/2024,isometric,jump,take off,
Player A,31/05/2024,isometric,sprint,max velocity,0.1995
Player A,11/6/2024,isometric,jump,pre-load,0.49
Player A,16/06/2024,dynamic,agility,deceleration,0.89
Player A,2/7/2024,isometric,jump,land,0.1
Player A,10/7/2024,dynamic,sprint,max velocity,0.674
Player A,11/7/2024,isometric,jump,pre-load,0.7165
Player A,12/7/2024,isometric,jump,take off,0.42
Player A,14/07/2024,isometric,jump,land,0.4125
Player A,4/8/2024,isometric,jump,pre-load,0.7305
Player A,10/8/2024,dynamic,agility,deceleration,0.852
Player A,10/9/2024,isometric,upper body,pull,
Player A,13/09/2024,dynamic,upper body,pull,0.9
Player A,18/09/2024,isometric,agility,deceleration,0.8825
Player A,21/09/2024,isometric,upper body,grapple,0.613
Player A,23/09/2024,dynamic,sprint,max velocity,0.6765
Player A,26/09/2024,dynamic,agility,acceleration,0.494
Player A,4/10/2024,isometric,jump,take off,0.426
Player A,25/10/2024,dynamic,sprint,acceleration,0.486
Player A,6/11/2024,dynamic,jump,pre-load,0.57
Player A,14/11/2024,isometric,upper body,pull,
Player A,15/11/2024,dynamic,jump,pre-load,0.57
Player A,20/11/2024,dynamic,agility,acceleration,0.47
Player A,26/11/2024,isometric,jump,take off,0.438
Player A,10/12/2024,dynamic,agility,acceleration,0.498
Player A,11/12/2024,isometric,agility,deceleration,0.9155
Player A,13/12/2024,isometric,sprint,max velocity,0.685
Player A,19/12/2024,isometric,sprint,acceleration,0.796
Player A,9/1/2025,dynamic,jump,take off,0.675
Player A,9/1/2025,dynamic,agility,deceleration,0.853
Player A,19/01/2025,isometric,agility,rotate,0.6675
Player A,20/01/2025,isometric,upper body,pull,0.46
Player A,23/01/2025,isometric,jump,land,0.4495
Player A,1/2/2025,isometric,sprint,max velocity,0.749
Player A,3/2/2025,dynamic,agility,deceleration,0.873
Player A,4/2/2025,dynamic,agility,acceleration,0.4965
Player A,11/2/2025,dynamic,upper body,pull,0.87
Player A,11/2/2025,isometric,sprint,acceleration,0.79
Player A,12/2/2025,isometric,upper body,push,0.96
Player A,12/2/2025,dynamic,sprint,max velocity,0.651
Player A,14/02/2025,dynamic,upper body,pull,0.87
Player A,18/02/2025,isometric,upper body,push,0.9555
Player A,20/02/2025,dynamic,upper body,pull,0.87
Player A,21/02/2025,dynamic,upper body,push,0.495
Player A,4/3/2025,dynamic,agility,acceleration,0.495
Player A,10/7/2023,isometric,sprint,acceleration,
Player A,21/07/2023,dynamic,jump,take off,0.7365
Player A,22/08/2023,isometric,agility,acceleration,
Player A,23/08/2023,dynamic,jump,pre-load,0.564
Player A,30/08/2023,dynamic,agility,deceleration,0.877
Player A,6/9/2023,dynamic,upper body,pull,0.877
Player A,8/9/2023,dynamic,jump,land,0.69
Player A,10/9/2023,isometric,sprint,acceleration,0.52
Player A,12/9/2023,dynamic,jump,pre-load,0.51
Player A,25/09/2023,dynamic,agility,deceleration,0.871
Player A,25/09/2023,isometric,sprint,max velocity,
Player A,28/09/2023,isometric,agility,rotate,
Player A,29/09/2023,dynamic,agility,deceleration,0.871
Player A,12/10/2023,isometric,jump,land,
Player A,18/10/2023,dynamic,sprint,acceleration,0.4305
Player A,19/11/2023,dynamic,upper body,push,0.43
Player A,22/11/2023,dynamic,upper body,push,0.4305
Player A,23/11/2023,isometric,agility,deceleration,1.038
Player A,6/12/2023,dynamic,sprint,acceleration,0.43
Player A,7/12/2023,dynamic,agility,deceleration,0.87
Player A,9/12/2023,isometric,sprint,acceleration,0.52
Player A,18/12/2023,dynamic,sprint,max velocity,0.6475
Player A,26/12/2023,dynamic,jump,land,0.674
Player A,28/12/2023,dynamic,sprint,max velocity,0.634
Player A,29/12/2023,isometric,jump,pre-load,0.52
Player A,7/1/2024,dynamic,agility,deceleration,0.882
Player A,7/1/2024,dynamic,sprint,acceleration,0.426
Player A,12/1/2024,dynamic,sprint,max velocity,0.598
Player A,16/01/2024,isometric,sprint,max velocity,
Player A,22/01/2024,dynamic,sprint,max velocity,0.646
Player A,23/01/2024,isometric,agility,deceleration,1.138
Player A,25/01/2024,dynamic,agility,acceleration,0.4345
Player A,28/01/2024,dynamic,sprint,max velocity,0.646
Player A,4/2/2024,isometric,agility,rotate,
Player A,9/2/2024,isometric,upper body,pull,
Player A,25/02/2024,dynamic,jump,land,0.668
Player A,1/3/2024,isometric,sprint,max velocity,
Player A,2/3/2024,isometric,jump,land,
Player A,9/3/2024,dynamic,sprint,max velocity,0.637
Player A,17/03/2024,dynamic,upper body,pull,0.89
Player A,19/03/2024,dynamic,upper body,push,0.4445
Player A,22/03/2024,dynamic,jump,pre-load,0.524
Player A,29/03/2024,isometric,upper body,push,0.704
Player A,30/03/2024,dynamic,sprint,max velocity,0.637
Player A,3/4/2024,isometric,upper body,pull,
Player A,10/4/2024,isometric,upper body,grapple,
Player A,16/04/2024,isometric,jump,take off,
Player A,21/04/2024,isometric,jump,land,
Player A,27/04/2024,dynamic,jump,pre-load,0.521
Player A,13/05/2024,isometric,sprint,acceleration,0.52
Player A,22/05/2024,dynamic,upper body,push,0.43
Player A,25/05/2024,dynamic,jump,take off,0.62
Player A,26/05/2024,dynamic,agility,deceleration,0.876
Player A,1/6/2024,isometric,sprint,acceleration,0.49
Player A,4/6/2024,isometric,sprint,max velocity,0.1995
Player A,6/6/2024,dynamic,upper body,push,0.43
Player A,7/6/2024,dynamic,upper body,pull,0.876
Player A,7/6/2024,dynamic,sprint,max velocity,0.625
Player A,8/6/2024,isometric,jump,pre-load,0.49
Player A,21/06/2024,isometric,agility,deceleration,1.1365
Player A,24/06/2024,isometric,jump,take off,
Player A,27/06/2024,isometric,upper body,push,0.704
Player A,25/07/2024,isometric,agility,acceleration,0.685
Player A,2/8/2024,isometric,agility,rotate,0.384
Player A,8/8/2024,dynamic,jump,land,0.652
Player A,12/8/2024,dynamic,upper body,push,0.428
Player A,14/08/2024,isometric,upper body,push,0.96
Player A,17/08/2024,dynamic,jump,take off,0.723
Player A,19/08/2024,dynamic,upper body,pull,0.855
Player A,23/08/2024,isometric,jump,land,0.363
Player A,29/08/2024,dynamic,sprint,acceleration,0.428
Player A,30/08/2024,isometric,jump,land,0.363
Player A,30/08/2024,dynamic,sprint,max velocity,0.6795
Player A,2/9/2024,isometric,jump,land,0.363
Player A,3/9/2024,dynamic,jump,land,0.641
Player A,9/9/2024,dynamic,agility,acceleration,0.4955
Player A,11/9/2024,dynamic,upper body,pull,0.9
Player A,14/09/2024,isometric,sprint,acceleration,0.7275
Player A,25/09/2024,dynamic,jump,pre-load,0.57
Player A,25/09/2024,dynamic,agility,acceleration,0.494
Player A,26/09/2024,dynamic,sprint,acceleration,0.494
Player A,29/09/2024,isometric,agility,rotate,0.627
Player A,6/10/2024,dynamic,jump,pre-load,0.5635
Player A,9/10/2024,isometric,agility,acceleration,0.6925
Player A,11/10/2024,isometric,upper body,grapple,0.6595
Player A,18/10/2024,dynamic,upper body,push,0.486
Player A,19/10/2024,isometric,agility,acceleration,0.698
Player A,26/10/2024,dynamic,upper body,pull,0.88
Player A,31/10/2024,isometric,jump,pre-load,0.677
Player A,8/11/2024,isometric,sprint,max velocity,0.68
Player A,20/11/2024,isometric,upper body,pull,
Player A,22/11/2024,dynamic,jump,take off,0.69
Player A,7/12/2024,isometric,agility,rotate,0.681
Player A,13/12/2024,dynamic,sprint,max velocity,0.658
Player A,23/12/2024,isometric,sprint,acceleration,0.796
Player A,24/12/2024,isometric,upper body,push,0.876
Player A,26/12/2024,isometric,agility,deceleration,0.9155
Player A,31/12/2024,dynamic,jump,take off,0.6955
Player A,3/1/2025,dynamic,jump,pre-load,0.497
Player A,7/1/2025,isometric,upper body,pull,0.46
Player A,16/01/2025,isometric,upper body,push,0.918
Player A,16/01/2025,isometric,sprint,max velocity,0.749
Player A,23/01/2025,isometric,jump,take off,0.4495
Player A,27/01/2025,dynamic,agility,acceleration,0.5
Player A,9/2/2025,isometric,upper body,grapple,0.6415
Player A,11/2/2025,dynamic,jump,pre-load,0.4915
Player A,13/02/2025,isometric,jump,take off,0.397
Player A,13/02/2025,dynamic,sprint,max velocity,0.651
Player A,14/02/2025,dynamic,sprint,max velocity,0.651
Player A,16/02/2025,dynamic,agility,deceleration,0.87
Player A,3/3/2025,isometric,jump,take off,0.3955
Player A,2/7/2023,dynamic,sprint,max velocity,0.652
Player A,16/07/2023,dynamic,jump,take off,0.74
Player A,17/07/2023,isometric,jump,land,
Player A,4/8/2023,isometric,agility,acceleration,
Player A,8/8/2023,dynamic,sprint,max velocity,0.67
Player A,16/08/2023,isometric,agility,acceleration,
Player A,18/08/2023,dynamic,sprint,acceleration,0.338
Player A,20/08/2023,isometric,agility,deceleration,0.9775
Player A,24/08/2023,isometric,sprint,acceleration,
Player A,4/9/2023,dynamic,jump,take off,0.7
Player A,24/09/2023,dynamic,jump,land,0.69
Player A,29/09/2023,dynamic,jump,take off,0.711
Player A,29/09/2023,dynamic,upper body,pull,0.871
Player A,19/10/2023,isometric,sprint,max velocity,
Player A,24/10/2023,isometric,sprint,max velocity,
Player A,6/11/2023,dynamic,upper body,pull,0.871
Player A,10/11/2023,dynamic,sprint,max velocity,0.6475
